427,844257,1924
428,1010429,4305
429,277742,3064
430,480108,1477
431,1059471,77
432,292226,456
433,312365,769
434,899369,4404
435,652422,397
436,977518,1282
437,257771,2070
438,916892,4277
439,459940,4656
440,210556,246
441,18640,276
442,160010,3261
443,415932,2693
444,869868,1433
445,195774,1394
446,725091,1426
447,943173,3778
448,166985,1237
449,258358,2931
450,987513,2738
451,81746,2485
452,602323,782
453,827627,1617
454,334465,4323
455,773520,2833
456,784539,4166
457,39798,3702
458,613673,2043
459,427421,2294
460,719771,2974
461,929146,668
462,233508,363
463,112958,3609
464,375565,3240
465,839102,4065
466,727062,2054
467,378764,2611
468,627921,2838
469,943449,3331
470,241750,217
471,28370,4646
472,772680,1995
473,572025,2039
474,48296,2866
475,308894,4262
476,609252,275
477,869725,1175
478,919414,4448
479,369957,2322
480,917516,3564
481,1037753,2113
482,41895,2906
483,858619,3035
484,755522,1954
485,1094209,1548
486,959161,2488
487,666075,4647
488,915383,4087
489,682286,1700
490,591714,1930
491,909657,4053
492,757804,768
493,1036881,3764
494,615189,4446
495,15633,1076
496,643713,2878
497,266512,3496
498,825385,425
499,277109,4205
500,33727,4518
501,1089476,3275
502,714096,4613
503,273690,2626
504,525086,151
505,168727,496
506,900786,4182
507,460059,3759
508,778056,3212
509,190675,4037
510,218078,1649
511,917872,2525
512,26920,3104
513,105630,3113
514,583726,342
515,485898,2119
516,307147,2217
517,562127,1366
518,4276,3059
519,73170,3328
520,278898,4073
521,532945,629
522,478734,635
523,129089,2680
524,909971,2949
525,73138,2656
526,743356,159
527,929092,1917
528,434432,4085
529,246101,906
530,913357,3662
531,158474,837
532,805080,2337
533,788117,3358
534,683206,3491
535,165570,1660
536,254475,486
537,821013,2125
538,1061795,707
539,189478,3189
540,244103,3357
541,460027,1813
542,425218,936
543,753529,1868
544,774490,2767
545,478779,1578
546,918860,610
547,657505,4503
548,1078484,3721
549,446317,1074
550,527297,2322
551,919844,2764
552,1066650,4303
553,237655,2238
554,728713,665
555,45502,2838
556,275469,4546
557,826518,276
558,519565,1828
559,286644,2587
560,313192,990
561,157805,3717
562,917710,2834
563,798421,2448
564,894799,3914
565,229341,2486
566,430100,1198
567,947083,3127
568,924138,3232
569,4626,2165
570,984102,2416
571,431058,1214
572,1074064,3382
573,1063684,2182
574,18933,248
575,738,3678
576,176911,3484
577,1066456,1463
578,929518,3147
579,88505,3409
580,887368,958
581,334659,285
582,356413,2742
583,43113,2399
584,1061938,1215
585,318043,3465
586,1085639,3022
587,61903,1351
588,696105,2113
589,83541,498
590,381250,1718
591,671808,3789
592,1081849,3593
593,643454,2769
594,460928,2095
595,622814,775
596,910184,1562
597,705826,1028
598,783942,2611
599,981605,3916
600,585347,2861
601,988438,3337
602,252991,2819
603,1088324,1707
604,507090,2559
605,93298,3905
606,1050975,96
607,229564,1307
608,860902,2499
609,998939,4250
610,531874,3678
611,1077926,2428
612,255821,2573
613,273653,2729
614,260546,3944
615,514253,2668
616,106290,4110
617,46495,4023
618,559950,2799
619,954268,887
620,594488,2555
621,65434,3720
622,521313,3315
623,982332,3973
624,393853,1492
625,253111,2953
626,236161,65
627,167265,2557
628,436137,3730
629,887134,3819
630,311707,4574
631,848051,389
632,175962,2989
633,767685,740
634,513434,2040
635,853114,1566
636,467437,1154
637,50393,347
638,976878,3940
639,592359,245
640,614104,2653
641,179633,67
642,1093298,2139
643,1035889,2778
644,538481,1622
645,168419,1084
646,394273,664
647,39240,1259
648,581765,4207
649,315160,1853
650,725872,2499
651,756983,4395
652,732609,4353
653,966964,1590
654,11899,1154
655,1033337,1433
656,816030,4038
657,961105,2935
658,453841,4065
659,337901,2281
660,399831,4389
661,506814,4138
662,356120,2362
663,873903,641
664,922147,4266
665,672717,272
666,486278,1943
667,324867,1295
668,638992,4194
669,622635,4577
670,938797,3184
671,428834,1898
672,354673,2500
673,62121,2407
674,634679,1189
675,688304,2126
676,858603,4253
677,507477,4572
678,340999,875
679,499849,4181
680,101728,1174
681,1002501,4086
682,84496,874
683,793881,4031
684,907629,1889
685,1009580,3435
686,1073802,922
687,332854,1700
688,876477,1825
689,1057497,3774
690,207422,4575
691,13135,3633
692,398326,2895
693,303598,8
694,671170,1802
695,516966,92
696,341430,909
697,119295,1957
698,535180,1396
699,181755,3050
700,860550,3245
701,1081680,817
702,658513,2809
703,1045351,965
704,398346,1293
705,775435,4267
706,952817,162
707,235114,1606
708,887241,642
709,364594,2455
710,139155,2665
711,428110,4500
712,24698,1816
713,569314,594
714,982055,1364
715,438238,2583
716,455326,2487
717,217127,2601
718,467361,2475
719,145008,3664
720,830727,4177
721,915335,652
722,105299,3397
723,772864,1561
724,1028869,2333
725,562449,3634
726,520294,1030
727,479093,1385
728,134938,2235
729,1098313,2825
730,999617,789
731,427337,209
732,443248,3961
733,1082342,3551
734,777524,2655
735,529065,739
736,928222,1559
737,926359,3917
738,887375,1266
739,166498,244
740,7085,699
741,854280,1301
742,289092,4065
743,623913,2701
744,655943,4339
745,734174,1928
746,842239,3969
747,878540,1536
748,270330,1143
749,551220,3799
750,461720,2710
751,116701,3832
752,482535,4052
753,187808,1657
754,98619,2922
755,552639,3849
756,386024,749
757,54950,276
758,982777,3831
759,34330,20
760,219562,3692
761,1083463,2979
762,582568,4387
763,703835,1687
764,652292,2163
765,423939,1819
766,17718,3311
767,61795,4321
768,816307,1829
769,892419,1493
770,904083,2667
771,930460,1903
772,774670,3743
773,366511,1756
774,665864,727
775,1084598,2951
776,156804,663
777,249210,2246
778,255967,2364
779,298457,1646
780,105616,369
781,457660,1449
782,567349,2589
783,453928,580
784,755322,1355
785,595169,4086
786,246071,21
787,125633,1145
788,848920,2096
789,666537,1898
790,209067,3072
791,736765,425
792,538346,445
793,49664,4180
794,492192,945
795,760250,3536
796,932184,682
797,415112,1637
798,273344,1575
799,400400,2553
800,791946,679
801,484997,978
802,560904,483
803,949647,3313
804,113226,4353
805,1087280,529
806,820397,4322
807,745941,4179
808,905717,2444
809,78960,3033
810,429499,2277
811,557096,972
812,859592,4307
813,1070283,3790
814,1034328,2503
815,142316,2357
816,124311,4561
817,717555,557
818,152277,571
819,301276,2183
820,873768,2750
821,283206,2519
822,395101,823
823,234396,2401
824,8749,1954
825,228209,2631
826,433980,1912
827,514544,3381
828,908752,1581
829,798154,2597
830,251553,4115
831,281544,4154
832,509039,1872
833,640203,471
834,844659,1637
835,224785,1426
836,383372,624
837,324531,3785
838,679266,4085
839,13648,441
840,380440,455
841,350246,1985
842,214221,1678
843,158726,3785
844,901909,3454
845,861942,486
846,867933,3652
847,85079,3576
848,565218,3387
849,505263,1251
850,727609,2416
851,115342,4630
852,198118,1895
853,1053443,2469
854,367494,3833
855,563365,3933
856,505379,2307
857,967658,459
858,469666,2631
859,219742,2105
860,276929,2980
861,573599,2644
862,649358,3679
863,142032,3007
864,443657,670
865,108334,3662
866,131777,264
867,390219,2517
868,951444,64
869,1051689,2063
870,1083866,4501
871,12416,1814
872,1057785,1496
873,958370,4068
874,595974,3814
875,792034,362
876,1045538,1032
877,574247,3149
878,337715,455
879,1011390,3917
880,903273,104
881,257685,2686
882,771471,2794
883,701586,2078
884,441873,2164
885,297909,3648
886,220047,4363
887,226210,1973
888,439243,2771
889,176763,541
890,455459,707
891,621107,2235
892,888534,2539
893,1048878,49
894,326355,2028
895,999064,2372
896,370725,2945
897,418072,1381
898,680098,3369
899,491317,4181
900,705317,3621
901,744273,4139
902,980424,1762
903,412224,937
904,920032,2809
905,1069406,2273
906,67416,3804
907,18429,13
908,518848,3715
909,651292,4618
910,490082,2189
911,25241,1195
912,26372,2585
913,958716,1378
914,40281,2556
915,1001775,3863
916,7067,1490
917,476015,486
918,892,2967
919,940262,2205
920,20622,765
921,163896,1083
922,764562,2739
923,669622,1438
924,85734,1352
925,895747,1546
926,314207,3953
927,401250,1755
928,226099,3204
929,273152,3889
930,87282,544
931,371816,3744
932,262651,2484
933,336718,4346
934,446666,1476
935,821314,1113
936,672962,3327
937,290756,3772
938,277733,2336
939,163185,1285
940,1089037,2316
941,1069946,1257
942,661411,2147
943,219301,4141
944,305782,906
945,107860,2279
946,718017,1322
947,889703,388
948,549268,4212
949,268908,4571
950,968481,4612
951,240749,1970
952,974193,1167
953,315102,482
954,509562,3621
955,188995,3957
956,40125,3261
957,350175,2752
958,310233,3100
959,72714,1517
960,949054,4633
961,485756,4065
962,914591,3901
963,1048853,3188
964,196536,2989
965,991182,931
966,544680,1029
967,150738,2932
968,117054,726
969,713449,1285
970,133010,3133
971,1084292,2991
972,136844,2461
973,935619,4014
974,524950,3813
975,411077,1405
976,871610,2589
977,410287,1784
978,755656,4640
979,586410,3479
980,1050835,3173
981,742027,1535
982,889221,11
983,81000,4099
984,1058042,2657
985,476140,3969
986,651319,1424
987,567630,1579
988,1087372,3282
989,743042,1562
990,484558,1070
991,258548,3427
992,770258,4336
993,181845,2667
994,343316,2036
995,614068,3019
996,108639,2289
997,53540,1202
998,482244,2372
999,138856,47
1000,1055126,3021
1001,830751,467
1002,1087966,411
1003,1067800,3508
1004,648601,695
1005,257100,2281
1006,281424,2895
1007,9817,2221
1008,1031795,1118
1009,584800,3215
1010,1052318,2278
1011,914261,3478
1012,468831,3242
1013,1044763,90
1014,742612,3298
1015,776873,2233
1016,1029031,1747
1017,798587,260
1018,549808,3230
1019,859,1186
1020,57344,2093
1021,636929,306
1022,178015,1579
1023,166939,2209
1024,465824,1996
1025,329818,4170
1026,572102,1161
1027,943289,3555
1028,950541,3589
1029,587940,4339
1030,442702,3186
1031,432239,1142
1032,116880,1467
1033,242513,2050
1034,903364,329
1035,922102,181
1036,234904,3969
1037,553792,3929
1038,756960,559
1039,764307,3830
1040,412298,2139
1041,235681,4236
1042,349826,1377
1043,148085,1701
1044,994591,3638
1045,777148,3060
1046,891282,4249
1047,529944,1243
1048,60251,3918
1049,854800,4193
1050,131802,2533
1051,1028048,681
1052,1044261,202
1053,1057882,4277
1054,733757,3132
1055,2891,3735
1056,302368,1181
1057,575622,4151
1058,175812,1030
1059,80163,1031
1060,29004,3443
1061,556104,2931
1062,359567,2543
1063,1034540,4549
1064,932782,2374
1065,490075,271
1066,241463,1873
1067,551734,3792
1068,357850,3410
1069,37503,903
1070,923340,3146
1071,122300,3133
1072,769280,683
1073,873169,1593
1074,255603,2974
1075,68572,502
1076,228389,235
1077,999644,3675
1078,820920,2204
1079,894997,677
1080,898894,1761
1081,268668,2224
1082,503850,2307
1083,1093101,4304
1084,633135,361
1085,437687,804
1086,806414,850
1087,994626,3676
1088,622755,355
1089,153583,2097
1090,604521,1855
1091,714988,2966
1092,453839,817
1093,822223,670
1094,887202,3971
1095,665018,987
1096,708723,836
1097,959003,4192
1098,114806,1660
1099,445846,2826
1100,494699,1489
1101,273593,359
1102,738120,193
1103,806101,2990
1104,67851,3944
1105,644337,2008
1106,875491,3241
1107,210237,164
1108,949955,275
1109,260459,121
1110,445825,4573
1111,440085,1589
1112,115552,1758
1113,324605,2582
1114,92989,3786
1115,785216,2681
1116,190955,3328
1117,846627,3440
1118,294401,3667
1119,718429,628
1120,219578,2404
1121,975912,3019
1122,965985,4039
1123,5419,1799
1124,138173,3927
1125,1054286,719
1126,583416,2841
1127,537771,3352
1128,801253,3551
1129,399997,3100
1130,182170,3171
1131,419864,2306
1132,369957,54
1133,779715,26
1134,81835,628
1135,1935,597
1136,809883,3128
1137,259969,2080
1138,1055875,2515
1139,1032265,4338
1140,734707,4533
1141,232291,1522
1142,723014,1355
1143,595505,1661
1144,409424,3869
1145,306299,3494
1146,1053465,719
1147,465625,21
1148,242450,1855
1149,666167,4114
1150,717411,1772
1151,305404,4448
1152,165353,260
1153,765282,2855
1154,595680,2250
1155,710204,4199
1156,768591,3161
1157,720787,1916
1158,952336,4234
1159,424256,1469
1160,351568,2304
1161,111089,3562
1162,921565,586
1163,110431,4080
1164,72031,1125
1165,274895,2539
1166,167377,404
1167,763159,2359
1168,821501,1955
1169,426070,3729
1170,624048,3231
1171,884772,4043
1172,768303,4222
1173,1079117,120
1174,518864,3589
1175,832309,419
1176,773941,4406
1177,745309,320
1178,122148,1717
1179,1050087,2456
1180,528748,178
1181,496992,2189
1182,670324,1241
1183,379519,461
1184,658063,1661
1185,715918,4451
1186,242845,3173
1187,498799,277
1188,1073683,4126
1189,689103,3649
1190,644315,2025
1191,194501,2152
1192,1069129,4431
1193,430830,358
1194,607022,2766
1195,1072605,1560
1196,866035,1196
1197,133158,1535
1198,413421,881
1199,693677,1309
1200,964908,1828
1201,811017,3051
1202,982088,614
1203,385389,4632
1204,1008571,76
1205,238928,2094
1206,641992,1322
1207,580704,3904
1208,245397,62
1209,459251,3269
1210,506118,3537
1211,615117,1174
1212,924637,1898
1213,180434,2542
1214,954464,3788
1215,31398,2431
1216,236370,637
1217,202991,2457
1218,53332,1173
1219,621887,4394
1220,358267,1687
1221,883837,2981
1222,846533,3917
1223,988488,3523
1224,207444,3007
1225,921567,2364
1226,889273,1200
1227,372978,4436
1228,190062,2603
1229,173496,3076
1230,136825,3903
1231,60348,4431
1232,1058400,3719
1233,916418,569
1234,890853,2288
1235,223049,4294
1236,467674,257
1237,788466,3609
1238,1019350,3217
1239,712530,1944
1240,391586,3219
1241,947103,3309
1242,947020,1574
1243,198897,2805
1244,307925,2361
1245,429309,3563
1246,495143,2639
1247,860451,3955
1248,427045,160
1249,508123,4255
1250,490526,3227
1251,630004,3413
1252,976020,3296
1253,773665,2052
1254,1044983,3093
1255,559667,1419
1256,118199,4290
1257,1055381,2069
1258,103829,4611
1259,898927,3510
1260,1073315,2165
1261,946009,4416
1262,182793,4395
1263,703679,3593
1264,1049149,4534
1265,735007,3617
1266,1006241,3960
1267,392080,2105
1268,970700,1139
1269,437868,9
1270,603777,1562
1271,836926,3884
1272,492645,1783
1273,596180,4142
1274,886183,3296
1275,343274,1579
1276,691496,1016
1277,995621,3774
1278,418010,457
1279,819466,2471
1280,271697,1116
1281,652245,2799
1282,791720,3384
1283,403894,4502
1284,103340,3828
1285,929813,988
1286,510328,2798
1287,173066,3132
1288,47382,3330
1289,265832,3047
1290,935572,3218
1291,456872,2848
1292,920196,187
1293,527420,222
1294,766616,2963
1295,472696,1833
1296,768933,385
1297,80519,2963
1298,931695,3141
1299,591220,4374
1300,85196,623
1301,410134,2726
1302,236095,1588
1303,596033,2680
1304,61545,1364
1305,203149,2575
1306,1019035,3270
1307,758386,4303
1308,392380,190
1309,274639,1189
1310,754253,3524
1311,379778,629
1312,326036,2106
1313,417385,1930
1314,736594,3497
1315,717980,4374
1316,861935,2978
1317,857927,4472
1318,831474,1228
1319,340705,3925
1320,958780,3520
1321,256075,2246
1322,621140,2027
1323,865135,2323
1324,118499,1448
1325,411504,3147
1326,948915,580
1327,1094030,1426
1328,443417,3807
1329,838857,1426
1330,407734,3288
1331,485181,2588
1332,475106,193
1333,176032,4113
1334,697455,3677
1335,859829,1493
1336,750743,1395
1337,539338,3257
1338,135456,1005
1339,334862,1368
1340,140674,3553
1341,169771,1551
1342,251725,3086
1343,27057,3639
1344,989461,502
1345,777364,973
1346,430397,2278
1347,661640,2750
1348,314978,3309
1349,564016,2022
1350,849490,275
1351,904588,472
1352,66153,3131
1353,583801,4559
1354,285965,2640
1355,85491,2599
1356,82477,2183
1357,94676,390
1358,204647,1353
1359,30117,3567
1360,123187,11
1361,500188,2168
1362,452764,3023
1363,122628,3412
1364,1038606,3959
1365,398064,3412
1366,49240,3342
1367,816175,2419
1368,102610,2908
1369,825698,383
1370,274436,1217
1371,257463,4521
1372,230404,723
1373,1040669,2585
1374,459352,3114
1375,737388,2337
1376,204503,1294
1377,721850,4331
1378,372097,3387
1379,882300,1620
1380,326397,4015
1381,742080,356
1382,1048004,1118
1383,432477,3694
1384,951034,453
1385,673000,1663
1386,850556,496
1387,75050,390
1388,1003742,206
1389,548423,272
1390,387418,120
1391,683079,1028
1392,375058,794
1393,830109,36
1394,709123,1076
1395,160860,3984
1396,573178,1154
1397,754590,2343
1398,789250,1243
1399,801128,656
1400,968273,2343
1401,510122,3289
1402,181343,1867
1403,906158,873
1404,145631,3959
1405,48344,3580
1406,314672,1604
1407,192812,1756
1408,655165,3047
1409,6129,4057
1410,144005,2361
1411,596292,1549
1412,24843,4542
1413,15065,1971
1414,653654,2163
1415,922460,3499
1416,1006776,653
1417,450892,2609
1418,879,388
1419,119635,2573
1420,954010,2223
1421,857986,1209
1422,745634,1392
1423,84382,2376
1424,1066621,4295
1425,828210,3085
1426,829656,1983
1427,312030,657
1428,167103,2141
1429,903855,4615
1430,586033,2105
1431,1002730,4351
1432,531978,623
1433,683604,2315
1434,537720,510
1435,98626,1676
1436,1096581,92
1437,34896,598
1438,312088,2656
1439,52269,138
1440,666408,48
1441,480023,2024
1442,585932,361
1443,431393,1091
1444,514560,1203
1445,447922,362
1446,496914,2403
1447,428449,475
1448,555810,4239
1449,969109,2893
1450,543404,1439
1451,275096,2503
1452,941629,411
1453,471153,692
1454,62460,3343
1455,537028,4576
1456,103299,49
1457,63011,3492
1458,79989,4041
1459,43970,1939
1460,602531,3058
1461,1081365,2952
1462,29136,1840
1463,4144,259
1464,80988,3843
1465,500144,3916
1466,147580,3677
1467,791412,565
1468,798844,3863
1469,681880,1968
1470,711665,425
1471,69470,1393
1472,382337,2949
1473,517674,512
1474,186226,1223
1475,576445,2376
1476,974430,2627
1477,408435,4123
1478,430315,2659
1479,844740,4421
1480,113599,1187
1481,683213,4037
1482,650730,3212
1483,532575,4071
1484,769857,4198
1485,168668,3708
1486,545018,4601
1487,504876,2111
1488,1079964,2431
1489,844710,2462
1490,93233,3100
1491,198179,2891
1492,1074447,4361
1493,67204,2854
1494,562298,4237
1495,699301,3620
1496,305176,3312
1497,589600,3508
1498,352854,2695
1499,32399,764
1500,504193,3203
1501,113879,2735
1502,265222,4402
1503,1066695,3617
1504,143263,3328
1505,1010018,2723
1506,24542,692
1507,932465,680
1508,317558,2487
1509,642875,1826
1510,901942,2039
1511,1073409,1967
1512,282027,1629
1513,575624,2303
1514,87408,2261
1515,383263,2161
1516,1071577,4138
1517,536924,2446
1518,477480,3805
1519,956198,3743
1520,615663,4143
1521,361675,2598
1522,239554,1143
1523,704191,685
1524,343115,3830
1525,522801,3947
1526,388620,823
1527,802967,3912
1528,1033970,1301
1529,443882,3387
1530,775390,3954
1531,162877,3996
1532,79334,2473
1533,877199,3289
1534,777196,2582
1535,856932,762
1536,103398,2236
1537,18199,4099
1538,759863,4238
1539,201041,1953
1540,199315,103
1541,511144,3410
1542,340707,1111
1543,474317,132
1544,627647,3807
1545,551630,2180
1546,105926,301
1547,1097614,279
1548,586161,3134
1549,950305,1678
1550,329885,943
1551,691364,3267
1552,523760,795
1553,599405,3255
1554,1094988,2194
1555,879953,2539
1556,887820,2975
1557,86632,2527
1558,514997,1048
1559,775989,2921
1560,1057497,848
1561,396575,3731
1562,486272,4141
1563,723536,3021
1564,61642,3365
1565,651455,514
1566,700496,2078
1567,188327,3930
1568,807204,2669
1569,488085,2628
1570,20234,47
1571,189325,1449
1572,576116,3031
1573,892863,82
1574,425657,2110
1575,156624,1860
1576,806599,1980
1577,606257,3790
1578,805264,3648
1579,981790,244
1580,790463,4487
1581,473950,991
1582,1064275,4107
1583,160956,2444
1584,1013453,2575
1585,363570,1211
1586,810478,4488
1587,312311,1634
1588,1006308,1327
1589,840908,4025
1590,924222,2138
1591,170822,1676
1592,901684,250
1593,761903,1817
1594,405409,498
1595,650052,218
1596,162229,3905
1597,518885,4277
1598,868139,1230
1599,932550,1909
1600,214939,1384
1601,46466,719
1602,333242,4265
1603,455812,901
1604,66382,1981
1605,330246,2416
1606,258159,2555
1607,547360,1047
1608,433705,2488
1609,236363,3493
1610,1026359,2722
1611,935606,1270
1612,949601,989
1613,397541,4067
1614,202412,66
1615,377574,1505
1616,690038,2869
1617,78869,4263
1618,676149,2890
1619,595669,2180
1620,398763,3772
1621,632713,89
1622,575706,105
1623,680497,2165
1624,608797,1789
1625,294222,904
1626,516085,1791
1627,66358,401
1628,779126,4289
1629,300800,1448
1630,536793,653
1631,763168,3295
1632,541733,851
1633,925057,63
1634,340814,4213
1635,423870,1833
1636,262616,667
1637,69393,3835
1638,935035,3289
1639,476920,3456
1640,866434,2959
1641,1061968,3661
1642,936371,4127
1643,640520,329
1644,645555,4250
1645,543574,4278
1646,140557,3659
1647,653848,3132
1648,1036630,3875
1649,500263,1699
1650,599554,49
1651,131754,2560
1652,759417,1776
1653,612888,257
1654,180085,2449
1655,747255,2923
1656,159138,1032
1657,856525,1085
1658,875044,3925
1659,133156,65
1660,633829,4057
1661,565388,2700
1662,457831,1926
1663,351773,405
1664,136791,565
1665,826039,4293
1666,269821,2249
1667,23639,3286
1668,612132,1045
1669,616828,3579
1670,518962,3817
1671,459735,1368
1672,616575,136
1673,202302,879
1674,893010,4289
1675,991403,1622
1676,46633,96
1677,876007,2556
1678,212192,2617
1679,951173,373
1680,926972,4514
1681,380850,3480
1682,338069,3034
1683,209441,4023
1684,417603,221
1685,302102,175
1686,303233,1029
1687,651861,3046
1688,284333,808
