313,3,delfiny,2018
314,2,pingwiny,2020
315,3,slonie,2019
316,2,szczury,2016
317,6,tlumacze,2017
318,2,myszy,2015
319,5,pizmaki,2021
320,3,chomiki,2023
321,2,dziki,2021
322,2,nosorozce,2015
323,6,gady,2018
324,4,pantery,2023
325,4,gady,2017
326,6,lemury,2019
327,4,konie,2019
328,4,orangutany,2020
329,3,kojoty,2022
330,2,orangutany,2015
331,4,koty,2017
332,2,zolwie,2022
333,5,wieloryby,2021
334,5,foki,2019
335,4,pizmaki,2017
336,6,chomiki,2021
337,6,nosorozce,2019
338,2,owce,2023
339,4,tlumacze,2021
340,3,szczury,2021
341,2,weze,2023
342,4,gepardy,2016
343,4,lamparciki,2020
344,4,orangutany,2021
345,5,krowy,2015
346,3,lasice,2018
347,4,jelenie,2018
348,6,zolwie morskie,2021
349,6,delfiny,2016
350,2,pizmaki,2016
351,5,morswiny,2017
352,5,dziki,2019
353,4,kroliki,2019
354,5,weze,2022
355,2,konie,2022
356,6,lamparciki,2017
357,2,krowy,2018
358,2,losie,2022
359,5,dugongi,2019
360,2,hipopotamy,2016
361,2,pingwiny,2023
362,5,strusie,2021
363,5,hipopotamy,2020
364,3,hipopotamy,2018
365,4,konie,2020
366,4,borsuki,2022
367,5,zolwie morskie,2022
368,2,pingwiny,2016
369,2,kroliki,2019
370,3,borsuki,2020
371,6,kazuary,2022
372,2,morswiny,2023
373,3,szczury,2016
374,4,borsuki,2016
375,2,slonie,2017
376,4,pingwiny,2022
377,2,pajaki,2019
378,2,losie,2022
379,3,lisice,2018
380,3,nosorozce,2021
381,3,orangutany,2018
382,2,kozy,2019
383,6,psy,2017
384,4,lwy,2022
385,6,dziki,2019
386,5,ptaki,2015
387,6,jaguary,2017
388,3,nosorozce,2018
389,5,kangury,2020
390,5,koty,2021
391,6,zolwie morskie,2020
392,4,delfiny,2022
393,6,sarny,2021
394,4,koty,2021
395,5,niedzwiedzie,2018
396,6,zolwie morskie,2017
397,6,owce,2015
398,2,szakale,2019
399,5,myszy,2020
400,2,chomiki,2023
401,4,lasice,2018
402,5,kroliki,2017
403,5,slonie,2017
404,6,losie,2018
405,4,kazuary,2020
406,5,orangutany,2015
407,2,tygrysy,2023
408,5,niedzwiedzie,2018
409,3,lasice,2019
410,6,lamparty,2020
411,3,lasice,2018
412,2,pantery,2021
413,3,dugongi,2020
414,2,zolwie,2016
415,4,tygrysy,2015
416,6,gepardy,2015
417,6,gepardy,2023
418,2,lemury,2016
419,5,kazuary,2017
420,2,morswiny,2017
421,2,szakale,2017
422,5,krowy,2020
423,3,gepardy,2023
424,4,lasice,2019
425,2,dziki,2020
426,2,orangutany,2021
427,6,orangutany,2018
428,6,tlumacze,2020
429,3,gepardy,2015
430,5,jelenie,2017
431,3,jaguary,2019
432,3,koty,2021
433,3,zyrafy,2020
434,6,niedzwiedzie,2022
435,6,myszy,2020
436,4,kozy,2017
437,5,strusie,2015
438,2,krowy,2020
439,2,hipopotamy,2023
440,6,lwy,2018
441,5,slonie,2020
442,5,krowy,2022
443,2,weze,2021
444,5,foki,2021
445,4,ryby,2018
446,3,jelenie,2022
447,6,wilkowie,2020
448,2,lasice,2020
449,4,lasice,2017
450,6,kojoty,2017
451,4,jelenie,2016
452,2,lamparciki,2019
453,4,niedzwiedzie,2017
454,3,lamparciki,2015
455,2,lamparty,2022
456,3,tlumacze,2023
457,5,krokodyle,2023
458,5,zyrafy,2018
459,3,dziki,2015
460,3,wydry,2018
461,5,lisice,2023
462,2,pingwiny,2019
463,5,koty,2019
464,2,konie,2021
465,2,krowy,2019
466,5,owady,2019
467,5,konie,2022
468,5,psy,2019
469,4,aligatory,2020
470,4,dziki,2018
471,2,zolwie morskie,2019
472,2,dugongi,2023
473,3,zolwie,2018
474,4,ryby,2017
475,2,kazuary,2020
476,2,krowy,2022
477,4,lisice,2017
478,5,ryby,2015
479,3,dugongi,2018
480,4,owce,2021
481,2,lamparty,2022
482,4,slonie,2018
483,3,chomiki,2015
484,6,pajaki,2021
485,5,kozy,2023
486,3,krowy,2016
487,5,jaguary,2022
488,6,kazuary,2018
489,5,pantery,2023
490,5,wieloryby,2020
491,6,wilkowie,2019
492,6,borsuki,2020
493,3,tlumacze,2018
494,5,psy,2023
495,2,lemury,2016
496,3,lasice,2015
497,5,goryle,2020
498,4,delfiny,2023
499,4,owce,2021
500,6,pizmaki,2018
501,2,konie,2017
502,4,delfiny,2021
503,3,jelenie,2015
504,5,pajaki,2021
505,5,zolwie,2018
506,2,delfiny,2023
507,5,lamparciki,2020
508,2,tygrysy,2018
509,3,krokodyle,2023
510,3,lwy,2015
511,6,slonie,2023
512,2,strusie,2018
513,6,aligatory,2018
514,3,aligatory,2016
515,2,owady,2016
516,6,pingwiny,2017
517,6,borsuki,2022
518,5,krowy,2019
519,2,lamparty,2022
520,2,goryle,2022
521,5,lemury,2020
522,5,hipopotamy,2018
523,3,pantery,2023
524,3,lamparciki,2015
525,2,zolwie,2022
526,5,kozy,2022
527,2,pantery,2021
528,2,kangury,2019
529,6,lemury,2015
530,6,wydry,2023
531,2,tlumacze,2020
532,2,pajaki,2019
533,5,pajaki,2022
534,5,lamparciki,2017
535,5,pantery,2020
536,6,losie,2021
537,5,lemury,2020
538,3,kroliki,2020
539,6,dziki,2015
540,2,kangury,2017
541,6,delfiny,2020
542,5,goryle,2020
543,5,dugongi,2016
544,6,zyrafy,2020
545,4,szczury,2017
546,4,wieloryby,2015
547,5,sarny,2015
548,2,morswiny,2019
549,2,owady,2019
550,4,zyrafy,2020
551,4,aligatory,2015
552,4,goryle,2019
553,4,losie,2023
554,2,konie,2023
555,6,krowy,2021
556,2,wieloryby,2018
557,2,ryby,2016
558,4,pantery,2022
559,6,psy,2015
560,3,owce,2020
561,2,koty,2021
562,4,slonie,2018
563,3,orangutany,2022
564,5,weze,2016
565,2,konie,2023
566,3,krowy,2020
567,5,jelenie,2015
568,5,szakale,2017
569,2,psy,2016
570,2,owady,2021
571,2,borsuki,2019
572,3,slonie,2019
573,2,dugongi,2015
574,5,foki,2015
575,2,delfiny,2018
576,4,kozy,2020
577,6,nosorozce,2019
578,3,jaguary,2016
579,2,delfiny,2016
580,3,jaguary,2022
581,3,pajaki,2015
582,3,orangutany,2018
583,5,gepardy,2022
584,6,tlumacze,2020
585,5,pizmaki,2021
586,3,tygrysy,2020
587,3,dugongi,2017
588,6,zolwie morskie,2021
589,5,orangutany,2017
590,2,wieloryby,2015
591,2,dziki,2018
592,6,konie,2023
593,3,dugongi,2021
594,3,delfiny,2022
595,4,pajaki,2015
596,6,tygrysy,2021
597,3,jaguary,2021
598,2,ryby,2019
599,3,borsuki,2018
600,3,szakale,2023
601,5,slonie,2018
602,2,lamparty,2019
603,2,zolwie morskie,2018
604,4,gady,2019
605,4,strusie,2020
606,5,pingwiny,2023
607,2,zolwie,2016
608,3,dziki,2023
609,4,wilkowie,2017
610,6,wydry,2016
611,6,slonie,2020
612,3,nosorozce,2020
613,6,wydry,2017
614,4,hipopotamy,2023
615,4,goryle,2023
616,6,zolwie morskie,2018
617,4,szakale,2019
618,4,owady,2022
619,6,chomiki,2017
620,3,strusie,2021
621,2,pantery,2023
622,6,foki,2018
623,5,dugongi,2017
624,6,swinie,2023
625,2,lemury,2021
626,5,kojoty,2016
627,3,slonie,2015
628,2,slonie,2019
629,3,wydry,2015
630,6,jaguary,2022
631,2,ryby,2018
632,5,hipopotamy,2022
633,5,krowy,2021
634,2,lisice,2017
635,3,losie,2020
636,4,owady,2018
637,3,kojoty,2021
638,3,slonie,2023
639,4,weze,2023
640,2,szczury,2023
641,5,aligatory,2023
642,5,delfiny,2018
643,3,dziki,2019
644,3,morswiny,2016
645,6,lisice,2022
646,2,owce,2020
647,4,nosorozce,2023
648,4,psy,2016
649,3,niedzwiedzie,2022
650,6,delfiny,2022
651,3,kozy,2019
652,4,slonie,2021
653,6,lwy,2018
654,3,owce,2015
655,3,szczury,2016
656,4,koty,2020
657,4,zyrafy,2023
658,4,goryle,2015
659,4,tygrysy,2018
660,2,tygrysy,2016
661,6,konie,2020
662,2,lemury,2017
663,6,pajaki,2023
664,4,swinie,2015
665,2,dugongi,2016
666,4,ptaki,2019
667,4,psy,2016
668,4,konie,2019
669,6,goryle,2022
670,5,goryle,2021
671,5,krowy,2022
672,5,goryle,2022
673,6,chomiki,2023
674,2,slonie,2018
675,4,losie,2020
676,3,krokodyle,2017
677,2,lamparciki,2017
678,5,pingwiny,2021
679,4,szczury,2016
680,6,strusie,2018
681,3,krokodyle,2017
682,3,pajaki,2021
683,3,gady,2021
684,3,nosorozce,2020
685,2,lasice,2015
686,4,kazuary,2023
687,4,kroliki,2021
688,3,kroliki,2016
689,2,zolwie morskie,2017
690,6,kangury,2015
691,2,lamparciki,2017
692,4,gady,2016
693,2,myszy,2023
694,3,zolwie morskie,2019
695,6,zyrafy,2017
696,2,goryle,2019
697,6,psy,2020
698,3,gady,2017
699,3,weze,2019
700,4,sarny,2020
701,3,ptaki,2023
702,4,gady,2015
703,3,orangutany,2023
704,2,kangury,2015
705,4,kangury,2019
706,2,wydry,2021
707,4,jaguary,2015
708,3,gepardy,2019
709,4,psy,2022
710,6,pajaki,2019
711,3,tlumacze,2021
712,5,lamparty,2020
713,5,kojoty,2018
714,5,konie,2018
715,2,jaguary,2018
716,5,jaguary,2019
717,4,lamparty,2022
718,5,owady,2022
719,2,myszy,2017
720,3,wilkowie,2022
721,2,dugongi,2022
722,3,losie,2020
723,6,psy,2015
724,5,zolwie morskie,2020
725,5,lamparciki,2020
726,4,szczury,2022
727,3,kozy,2018
728,2,borsuki,2016
729,5,sarny,2021
730,5,konie,2017
731,2,morswiny,2015
732,3,lisice,2015
733,6,gady,2015
734,6,konie,2018
735,2,psy,2018
736,2,tygrysy,2022
737,6,ryby,2021
738,3,kroliki,2016
739,2,jelenie,2017
740,2,tygrysy,2019
741,5,wilkowie,2018
742,4,foki,2020
743,5,foki,2022
744,3,wilkowie,2023
745,5,aligatory,2019
746,6,orangutany,2015
747,3,orangutany,2015
748,4,lamparciki,2017
749,5,zolwie morskie,2020
750,4,zyrafy,2022
751,6,tygrysy,2016
752,6,lasice,2015
753,3,morswiny,2021
754,5,szczury,2020
755,4,kozy,2022
756,6,wydry,2022
757,2,pajaki,2016
758,5,kangury,2023
759,2,goryle,2019
760,2,strusie,2016
761,5,borsuki,2016
762,3,goryle,2022
763,5,pizmaki,2020
764,3,zolwie,2023
765,3,gepardy,2023
766,4,owce,2017
767,3,gepardy,2017
768,4,lisice,2020
769,3,wydry,2020
770,3,wilkowie,2015
771,2,nosorozce,2021
772,3,krokodyle,2019
773,3,orangutany,2017
774,6,wydry,2021
775,5,morswiny,2015
776,2,pizmaki,2016
777,6,aligatory,2020
778,4,losie,2021
779,5,lamparty,2016
780,4,morswiny,2020
781,6,niedzwiedzie,2017
782,4,gady,2021
783,3,tygrysy,2021
784,5,pingwiny,2016
785,5,krowy,2022
786,4,kojoty,2019
787,6,orangutany,2021
788,3,goryle,2020
789,6,weze,2021
790,2,tygrysy,2022
791,3,lwy,2016
792,6,wilkowie,2016
793,6,slonie,2019
794,4,lamparciki,2020
795,3,slonie,2020
796,3,kozy,2020
797,5,ryby,2022
798,6,zyrafy,2021
799,5,krokodyle,2016
800,3,pingwiny,2021
801,6,myszy,2016
802,6,hipopotamy,2017
803,6,orangutany,2023
804,5,pizmaki,2018
805,4,pantery,2017
806,6,sarny,2017
807,4,koty,2021
808,2,wieloryby,2016
809,4,delfiny,2016
810,2,tlumacze,2017
811,6,nosorozce,2023
812,3,tygrysy,2018
813,6,krowy,2016
814,5,losie,2017
815,5,jaguary,2022
816,6,krokodyle,2015
817,3,gady,2018
818,2,konie,2016
819,3,szczury,2015
820,6,kozy,2022
821,4,kazuary,2015
822,6,slonie,2022
823,6,losie,2022
824,2,lasice,2020
825,6,kangury,2020
826,2,kroliki,2021
827,4,goryle,2023
828,5,borsuki,2015
829,3,zyrafy,2023
830,5,szczury,2023
831,6,lasice,2019
832,2,kozy,2020
833,3,tlumacze,2015
834,5,sarny,2023
835,2,goryle,2021
836,5,pizmaki,2018
837,6,ryby,2023
838,4,morswiny,2023
839,4,wilkowie,2015
840,4,szczury,2019
841,4,orangutany,2016
842,3,gepardy,2022
843,4,lwy,2021
844,4,kazuary,2020
845,3,owady,2015
846,4,lisice,2021
847,3,myszy,2017
848,5,szczury,2021
849,5,psy,2023
850,3,lamparty,2019
851,5,pajaki,2015
852,3,dziki,2017
853,5,ryby,2022
854,4,tlumacze,2015
855,4,wieloryby,2023
856,3,pingwiny,2021
857,5,sarny,2015
858,4,krokodyle,2020
859,6,lwy,2023
860,3,tygrysy,2020
861,3,kangury,2021
862,5,dugongi,2015
863,5,morswiny,2023
864,3,kroliki,2019
865,3,kazuary,2019
866,6,jelenie,2019
867,4,ptaki,2023
868,4,krokodyle,2021
869,3,krokodyle,2017
870,2,tlumacze,2021
871,3,foki,2015
872,4,wilkowie,2022
873,4,pajaki,2023
874,2,kroliki,2023
875,5,borsuki,2023
876,5,wilkowie,2023
877,4,gady,2023
878,5,aligatory,2023
879,3,chomiki,2015
880,5,foki,2021
881,2,zolwie,2015
882,2,jelenie,2016
883,3,jelenie,2023
884,3,gady,2020
885,5,lasice,2022
886,4,ryby,2023
887,3,myszy,2019
888,2,konie,2018
889,5,delfiny,2023
890,3,lasice,2015
891,3,dugongi,2022
892,3,kangury,2020
893,5,lamparty,2021
894,6,hipopotamy,2023
895,2,morswiny,2020
896,4,konie,2015
897,3,foki,2015
898,2,wieloryby,2016
899,6,owce,2022
900,4,lamparty,2017
901,3,wilkowie,2016
902,3,owce,2018
903,5,gepardy,2015
904,2,owce,2018
905,6,goryle,2019
906,5,zyrafy,2023
907,2,jelenie,2015
908,6,delfiny,2015
909,5,zolwie,2018
910,6,jaguary,2020
911,5,morswiny,2018
912,2,pantery,2022
913,3,lasice,2020
914,6,wilkowie,2016
915,6,krowy,2016
916,4,pingwiny,2023
917,5,pizmaki,2021
918,5,zyrafy,2022
919,3,delfiny,2023
920,2,kazuary,2015
921,6,lamparty,2017
922,2,strusie,2022
923,3,jaguary,2019
924,4,kozy,2021
925,4,lwy,2023
926,5,ptaki,2022
927,4,wilkowie,2021
928,5,zolwie,2016
929,5,kangury,2020
930,3,lwy,2021
931,3,szakale,2015
932,4,jelenie,2015
933,3,kozy,2021
934,6,nosorozce,2020
935,4,sarny,2022
936,2,foki,2020
937,6,wilkowie,2015
938,4,swinie,2018
939,4,gepardy,2020
940,6,swinie,2016
941,3,lemury,2018
942,2,szakale,2017
943,4,wydry,2019
944,4,lasice,2018
945,6,jelenie,2018
946,3,pizmaki,2017
947,2,pajaki,2023
948,4,konie,2018
949,4,owady,2023
950,5,zolwie morskie,2023
951,3,borsuki,2020
952,5,zolwie,2021
953,2,orangutany,2023
954,3,gady,2017
955,4,tlumacze,2020
956,5,lamparty,2022
957,3,krowy,2021
958,4,tygrysy,2019
959,5,zolwie morskie,2018
960,3,jaguary,2018
961,5,koty,2017
962,3,nosorozce,2023
963,6,konie,2020
964,4,morswiny,2015
965,3,koty,2022
966,6,losie,2022
967,3,aligatory,2016
968,2,nosorozce,2015
969,5,lwy,2018
970,5,ptaki,2019
971,5,szakale,2015
972,4,nosorozce,2018
973,3,owady,2022
974,4,morswiny,2015
975,3,swinie,2023
976,3,delfiny,2020
977,6,psy,2018
978,6,lamparty,2021
979,2,swinie,2021
980,5,owady,2023
981,3,myszy,2019
982,3,lamparciki,2018
983,3,psy,2016
984,4,owady,2020
985,5,krokodyle,2022
986,4,krowy,2019
987,4,orangutany,2016
988,4,kojoty,2020
989,4,dziki,2019
990,4,niedzwiedzie,2018
991,2,konie,2023
992,5,kroliki,2022
993,6,strusie,2017
994,6,kangury,2023
995,4,dugongi,2019
996,6,niedzwiedzie,2015
997,2,aligatory,2018
998,4,hipopotamy,2023
999,6,morswiny,2021
1000,5,koty,2021
1001,3,delfiny,2021
1002,6,lamparciki,2019
1003,4,koty,2019
1004,4,gepardy,2023
1005,5,zolwie morskie,2023
1006,5,koty,2022
1007,4,lemury,2021
1008,3,owady,2016
1009,3,weze,2017
1010,5,losie,2017
1011,6,niedzwiedzie,2019
1012,4,lamparty,2020
1013,3,zolwie,2022
1014,6,pajaki,2015
1015,3,delfiny,2017
1016,3,goryle,2022
1017,6,zolwie,2016
1018,6,zyrafy,2018
1019,2,dugongi,2023
1020,6,chomiki,2015
1021,2,koty,2016
1022,2,psy,2016
1023,6,morswiny,2023
1024,3,kojoty,2018
1025,5,nosorozce,2015
1026,4,delfiny,2020
1027,4,swinie,2017
1028,3,koty,2021
1029,2,pingwiny,2019
1030,4,zyrafy,2020
1031,2,strusie,2017
1032,3,borsuki,2023
1033,6,chomiki,2021
1034,3,lamparciki,2015
1035,5,lamparciki,2019
1036,2,wydry,2021
1037,5,chomiki,2016
1038,3,strusie,2019
1039,5,myszy,2015
1040,3,delfiny,2018
1041,4,lwy,2019
1042,4,borsuki,2019
1043,4,szakale,2019
1044,2,chomiki,2021
1045,4,lwy,2022
1046,6,kojoty,2016
1047,5,jelenie,2022
1048,2,pizmaki,2015
1049,4,pantery,2015
1050,6,gady,2016
1051,5,szczury,2020
1052,3,lasice,2019
1053,2,wieloryby,2022
1054,3,pajaki,2018
1055,5,jaguary,2017
1056,3,kojoty,2018
1057,4,ptaki,2022
1058,2,lamparty,2015
1059,5,dugongi,2017
1060,3,slonie,2021
1061,6,kozy,2018
1062,3,krowy,2023
1063,4,wieloryby,2015
1064,2,lamparciki,2017
1065,5,pantery,2019
1066,2,pajaki,2018
1067,2,dugongi,2019
1068,2,jaguary,2021
1069,3,kazuary,2022
1070,4,kangury,2019
1071,4,sarny,2017
1072,4,tygrysy,2015
1073,4,kozy,2019
1074,3,weze,2023
1075,5,jelenie,2020
1076,3,kozy,2021
1077,6,nosorozce,2016
1078,3,lamparty,2016
1079,4,zyrafy,2023
1080,3,lwy,2016
1081,4,konie,2019
1082,4,gepardy,2020
1083,6,jaguary,2017
1084,5,sarny,2020
1085,5,dziki,2015
1086,6,borsuki,2017
1087,2,lisice,2021
1088,5,tygrysy,2020
1089,4,delfiny,2021
1090,3,kazuary,2015
1091,2,chomiki,2020
1092,3,wilkowie,2019
1093,4,zyrafy,2022
1094,5,morswiny,2020
1095,5,szczury,2017
1096,4,kazuary,2018
1097,2,delfiny,2020
1098,4,chomiki,2021
1099,2,dziki,2016
1100,2,borsuki,2021
1101,3,wilkowie,2019
1102,4,lwy,2023
1103,4,ryby,2016
1104,4,jelenie,2022
1105,5,krokodyle,2021
1106,3,pajaki,2020
1107,5,dziki,2017
1108,6,pantery,2018
1109,3,tygrysy,2017
1110,6,delfiny,2016
1111,3,myszy,2016
1112,5,krokodyle,2020
1113,4,gady,2019
1114,3,wieloryby,2019
1115,4,wydry,2018
1116,2,zolwie morskie,2020
1117,4,szczury,2023
1118,2,losie,2023
1119,2,lamparty,2021
1120,6,kazuary,2015
1121,6,delfiny,2018
1122,6,hipopotamy,2015
1123,3,pizmaki,2020
1124,3,kangury,2018
1125,6,myszy,2018
1126,4,krowy,2021
1127,6,konie,2020
1128,3,dugongi,2019
1129,6,gepardy,2023
1130,4,zolwie,2016
1131,6,pingwiny,2019
1132,2,kangury,2023
1133,6,dziki,2020
1134,5,owce,2017
1135,2,pizmaki,2019
1136,6,owady,2021
1137,3,lwy,2021
1138,4,pizmaki,2021
1139,3,strusie,2020
1140,5,orangutany,2022
1141,3,aligatory,2018
1142,5,sarny,2015
1143,5,kojoty,2016
1144,2,tygrysy,2019
1145,3,lamparciki,2021
1146,2,szakale,2022
1147,2,wilkowie,2015
1148,6,goryle,2018
1149,6,lisice,2022
1150,6,psy,2022
1151,3,szczury,2017
1152,5,psy,2015
1153,4,konie,2020
1154,4,niedzwiedzie,2022
1155,4,goryle,2017
1156,4,tygrysy,2021
1157,6,pingwiny,2020
1158,2,psy,2016
1159,5,wilkowie,2017
1160,4,lasice,2021
1161,3,koty,2021
1162,5,koty,2023
1163,4,tygrysy,2016
1164,4,kozy,2023
1165,4,kojoty,2015
1166,6,tygrysy,2021
1167,2,tygrysy,2022
1168,2,zyrafy,2018
1169,5,borsuki,2019
1170,2,delfiny,2022
1171,5,losie,2017
1172,2,nosorozce,2021
1173,2,lemury,2022
1174,3,zolwie morskie,2017
1175,3,psy,2020
1176,3,aligatory,2020
1177,5,gepardy,2023
1178,5,psy,2023
1179,5,krowy,2019
1180,5,szakale,2022
1181,3,dugongi,2022
1182,6,lisice,2019
