54,2018-08-28,2019-01-23,2018-08-28,94
55,2018-12-18,2019-02-04,2018-12-14,95
56,2018-04-09,2018-08-15,2018-04-08,96
57,2022-04-26,2022-07-01,2022-04-23,99
58,2022-05-26,2022-10-02,2022-05-26,100
59,2022-05-02,2022-08-31,2022-04-28,101
60,2023-01-06,2023-06-27,2023-01-06,102
61,2022-07-08,2022-12-19,2022-07-06,104
62,2022-11-21,2023-01-23,2022-11-17,105
63,2022-08-24,2022-09-30,2022-08-21,109
64,2022-07-01,2022-09-09,2022-06-30,110
65,2022-09-21,2023-01-31,2022-09-21,112
66,2022-08-05,2022-10-30,2022-08-05,114
67,2022-06-03,2022-09-12,2022-05-31,116
68,2022-07-24,2022-12-07,2022-07-23,117
69,2022-10-10,2023-03-06,2022-10-09,119
70,2022-09-22,2023-03-17,2022-09-22,121
71,2022-11-23,2023-01-28,2022-11-23,123
72,2022-08-27,2023-01-26,2022-08-26,124
73,2022-06-12,2022-07-29,2022-06-09,125
74,2022-03-07,2022-06-16,2022-03-03,126
75,2022-04-14,2022-09-12,2022-04-11,127
76,2022-05-31,2022-08-14,2022-05-30,128
77,2022-09-13,2022-11-13,2022-09-09,129
78,2022-07-20,2022-12-24,2022-07-20,131
79,2022-11-02,2022-12-12,2022-10-29,132
80,2023-01-03,2023-05-30,2023-01-03,133
81,2022-02-26,2022-04-25,2022-02-22,134
82,2022-08-19,2022-10-08,2022-08-18,135
83,2022-08-09,2022-11-13,2022-08-05,136
84,2022-08-01,2022-10-06,2022-07-31,137
85,2017-07-19,2017-09-06,2017-07-18,138
86,2017-06-30,2017-10-06,2017-06-29,140
87,2017-07-31,2017-10-29,2017-07-27,141
88,2017-12-18,2018-02-27,2017-12-17,143
89,2017-10-11,2018-03-18,2017-10-09,147
90,2017-06-10,2017-10-03,2017-06-06,149
91,2017-07-28,2017-10-04,2017-07-27,150
92,2017-05-18,2017-10-06,2017-05-15,154
93,2017-06-28,2017-10-06,2017-06-25,155
94,2017-05-06,2017-07-08,2017-05-05,157
95,2017-04-26,2017-08-22,2017-04-22,158
96,2017-06-02,2017-11-09,2017-05-30,159
97,2017-02-27,2017-06-07,2017-02-27,160
98,2018-01-23,2018-03-05,2018-01-19,161
99,2017-11-23,2018-02-26,2017-11-21,162
100,2017-03-17,2017-07-21,2017-03-14,163
101,2017-09-30,2018-03-27,2017-09-29,164
102,2017-12-01,2018-03-15,2017-11-30,167
103,2017-09-03,2018-01-17,2017-09-03,168
104,2017-05-02,2017-09-28,2017-04-30,170
105,2017-03-17,2017-08-19,2017-03-14,173
106,2017-10-08,2018-02-25,2017-10-05,175
107,2023-04-01,2023-06-29,2023-03-30,177
108,2023-04-26,2023-10-06,2023-04-26,178
109,2024-01-16,2024-03-25,2024-01-14,179
110,2023-03-19,2023-06-27,2023-03-18,180
111,2023-04-03,2023-07-18,2023-04-01,182
112,2023-11-03,2023-12-23,2023-10-31,183
113,2023-09-22,2023-12-09,2023-09-21,186
114,2023-09-01,2024-01-11,2023-08-31,187
115,2024-01-08,2024-05-17,2024-01-07,189
116,2023-03-23,2023-08-07,2023-03-21,191
117,2023-07-15,2023-10-09,2023-07-14,193
118,2023-12-09,2024-02-11,2023-12-06,194
119,2023-08-14,2023-11-10,2023-08-11,195
120,2023-11-02,2024-04-28,2023-11-01,198
121,2023-10-20,2024-04-01,2023-10-19,199
122,2023-06-11,2023-10-16,2023-06-10,203
123,2023-08-16,2023-09-23,2023-08-13,204
124,2023-09-17,2024-02-18,2023-09-17,205
125,2023-05-09,2023-09-10,2023-05-08,208
126,2023-04-19,2023-08-03,2023-04-15,210
127,2023-05-14,2023-10-23,2023-05-11,211
128,2023-07-18,2023-12-25,2023-07-14,212
129,2023-05-01,2023-07-28,2023-04-28,213
130,2024-01-13,2024-03-24,2024-01-11,214
131,2023-06-13,2023-10-22,2023-06-09,215
132,2023-01-29,2023-05-18,2023-01-27,216
133,2023-05-14,2023-08-20,2023-05-11,217
134,2024-01-06,2024-03-23,2024-01-03,218
135,2022-09-05,2023-02-15,2022-09-01,221
136,2022-05-02,2022-10-07,2022-04-29,223
137,2023-01-18,2023-06-29,2023-01-16,225
138,2022-03-31,2022-08-28,2022-03-31,227
139,2022-06-18,2022-11-17,2022-06-18,228
140,2022-07-08,2022-09-27,2022-07-08,232
141,2022-03-10,2022-05-17,2022-03-06,235
142,2022-10-01,2023-01-19,2022-09-27,237
143,2022-02-08,2022-04-02,2022-02-05,239
144,2022-09-30,2022-11-01,2022-09-26,240
145,2022-11-09,2023-03-16,2022-11-06,241
146,2022-04-28,2022-05-31,2022-04-27,242
147,2022-11-04,2022-12-30,2022-11-03,243
148,2022-03-23,2022-07-14,2022-03-22,244
149,2022-04-19,2022-09-13,2022-04-17,246
150,2022-03-28,2022-05-02,2022-03-27,249
151,2020-03-27,2020-05-17,2020-03-23,250
152,2020-12-26,2021-06-06,2020-12-25,251
153,2020-08-17,2021-01-27,2020-08-16,253
154,2020-09-12,2021-01-27,2020-09-10,256
155,2021-01-09,2021-03-07,2021-01-06,257
156,2020-12-13,2021-01-12,2020-12-11,258
157,2020-03-24,2020-08-22,2020-03-23,261
158,2020-08-19,2021-01-29,2020-08-15,262
159,2020-05-08,2020-06-11,2020-05-07,268
160,2020-06-25,2020-08-29,2020-06-22,269
161,2020-03-16,2020-09-07,2020-03-15,270
162,2020-11-14,2021-01-24,2020-11-10,271
163,2020-03-26,2020-06-19,2020-03-22,272
164,2020-05-26,2020-09-06,2020-05-26,273
165,2021-02-02,2021-07-22,2021-01-29,274
166,2020-05-07,2020-06-17,2020-05-03,275
167,2020-09-02,2021-02-18,2020-08-31,276
168,2020-06-07,2020-09-05,2020-06-05,277
169,2020-04-19,2020-08-17,2020-04-17,278
170,2020-10-14,2020-12-01,2020-10-13,279
171,2020-03-01,2020-07-05,2020-02-28,280
172,2020-02-27,2020-08-19,2020-02-25,282
173,2020-06-04,2020-08-31,2020-06-01,283
174,2020-06-27,2020-08-31,2020-06-24,285
175,2020-08-31,2021-01-22,2020-08-27,286
176,2020-07-01,2020-11-06,2020-07-01,287
177,2020-03-09,2020-05-18,2020-03-06,288
178,2020-06-09,2020-11-17,2020-06-06,289
179,2020-04-04,2020-06-22,2020-04-04,290
180,2020-05-03,2020-08-04,2020-05-03,291
181,2020-11-26,2021-03-02,2020-11-22,292
182,2019-08-19,2020-01-30,2019-08-19,294
183,2019-03-27,2019-07-19,2019-03-26,296
184,2019-10-30,2020-02-12,2019-10-29,298
185,2019-05-22,2019-11-16,2019-05-21,299
186,2019-06-22,2019-12-04,2019-06-22,300
187,2020-02-11,2020-08-01,2020-02-10,301
188,2019-07-11,2019-08-19,2019-07-10,302
189,2019-07-17,2019-09-20,2019-07-16,303
190,2019-04-17,2019-06-13,2019-04-13,304
191,2019-05-23,2019-07-07,2019-05-22,306
192,2019-12-20,2020-06-05,2019-12-16,308
193,2019-03-19,2019-07-27,2019-03-17,309
194,2019-12-04,2020-03-16,2019-12-04,311
195,2020-01-18,2020-07-03,2020-01-18,312
196,2019-07-19,2019-12-14,2019-07-16,313
197,2019-12-14,2020-02-28,2019-12-13,314
198,2019-08-14,2020-01-20,2019-08-13,316
199,2019-10-28,2020-02-10,2019-10-26,317
200,2019-08-18,2020-01-18,2019-08-14,318
201,2019-11-02,2019-12-19,2019-11-02,319
202,2020-01-15,2020-03-23,2020-01-11,320
203,2019-10-29,2020-01-09,2019-10-29,321
204,2019-05-10,2019-11-01,2019-05-09,322
205,2019-07-06,2019-12-25,2019-07-02,323
206,2019-09-28,2019-12-02,2019-09-28,324
207,2019-10-18,2020-01-31,2019-10-17,329
208,2020-01-20,2020-06-19,2020-01-18,330
209,2019-03-05,2019-06-19,2019-03-05,331
210,2019-04-18,2019-07-08,2019-04-18,334
211,2022-09-05,2022-11-28,2022-09-03,335
212,2022-08-05,2022-10-07,2022-08-05,336
213,2022-07-11,2022-11-02,2022-07-10,340
214,2022-09-13,2022-11-08,2022-09-11,341
215,2022-02-23,2022-06-16,2022-02-22,343
216,2022-08-04,2022-09-30,2022-07-31,345
217,2022-04-21,2022-07-11,2022-04-19,346
218,2022-11-23,2023-04-25,2022-11-21,347
219,2022-04-02,2022-08-19,2022-04-02,348
220,2022-04-09,2022-09-27,2022-04-09,349
221,2023-02-06,2023-05-25,2023-02-05,351
222,2022-03-24,2022-09-02,2022-03-20,352
223,2022-04-22,2022-08-01,2022-04-21,353
224,2022-03-28,2022-08-04,2022-03-24,357
225,2022-12-07,2023-01-16,2022-12-07,358
226,2022-11-03,2023-03-23,2022-11-03,359
227,2022-11-07,2023-01-12,2022-11-04,360
228,2022-04-30,2022-06-16,2022-04-29,361
229,2022-05-25,2022-09-29,2022-05-21,362
230,2022-05-06,2022-10-18,2022-05-03,363
231,2022-04-04,2022-06-17,2022-03-31,364
232,2022-09-06,2023-02-12,2022-09-06,365
233,2022-11-22,2023-04-21,2022-11-21,366
234,2023-02-04,2023-03-25,2023-02-04,367
235,2022-07-01,2022-09-27,2022-06-27,368
236,2023-02-04,2023-04-18,2023-02-02,370
237,2022-06-17,2022-10-24,2022-06-14,371
238,2022-04-06,2022-09-19,2022-04-02,373
239,2022-06-25,2022-12-10,2022-06-22,375
240,2022-04-20,2022-08-11,2022-04-19,376
241,2022-05-07,2022-07-31,2022-05-04,377
242,2022-08-26,2022-11-06,2022-08-25,378
243,2023-02-09,2023-03-11,2023-02-06,379
244,2022-04-07,2022-05-08,2022-04-07,380
245,2022-10-10,2023-03-02,2022-10-08,381
246,2022-10-26,2023-01-11,2022-10-23,382
247,2022-10-05,2022-12-23,2022-10-02,383
248,2022-04-05,2022-05-21,2022-04-03,384
249,2022-09-23,2023-03-19,2022-09-20,385
250,2022-10-01,2022-11-16,2022-10-01,386
251,2022-05-04,2022-10-19,2022-05-03,388
252,2018-01-28,2018-05-26,2018-01-28,389
253,2018-10-20,2019-01-27,2018-10-19,390
254,2018-08-12,2018-09-14,2018-08-10,393
255,2018-02-05,2018-04-14,2018-02-02,394
256,2018-08-07,2018-12-14,2018-08-04,396
257,2018-10-05,2018-12-11,2018-10-03,397
258,2018-04-07,2018-08-10,2018-04-04,398
259,2018-04-29,2018-05-31,2018-04-28,399
260,2019-01-14,2019-02-14,2019-01-12,400
261,2018-07-14,2019-01-02,2018-07-12,404
262,2018-09-14,2019-01-01,2018-09-13,406
263,2018-08-04,2018-11-27,2018-08-01,408
264,2018-12-09,2019-01-14,2018-12-08,410
265,2018-12-29,2019-03-28,2018-12-25,411
266,2018-06-13,2018-11-09,2018-06-10,412
267,2018-09-28,2019-03-05,2018-09-28,416
268,2018-06-16,2018-09-01,2018-06-13,418
269,2018-04-06,2018-08-07,2018-04-03,420
270,2018-06-13,2018-08-03,2018-06-11,421
271,2016-04-30,2016-07-29,2016-04-29,422
272,2016-06-07,2016-10-13,2016-06-03,425
273,2016-08-22,2016-10-07,2016-08-21,426
274,2016-02-20,2016-06-25,2016-02-17,428
275,2016-03-05,2016-05-13,2016-03-04,431
276,2016-06-16,2016-08-04,2016-06-15,432
277,2016-12-27,2017-02-18,2016-12-24,434
278,2016-04-07,2016-09-21,2016-04-05,435
279,2016-11-26,2017-04-15,2016-11-24,437
280,2016-11-28,2017-01-22,2016-11-26,442
281,2016-06-14,2016-11-09,2016-06-14,443
282,2016-02-10,2016-05-24,2016-02-08,444
283,2016-03-13,2016-04-13,2016-03-10,445
284,2016-04-28,2016-09-06,2016-04-27,447
285,2016-09-01,2016-11-22,2016-08-31,448
286,2016-09-15,2017-03-01,2016-09-15,449
287,2016-03-26,2016-07-12,2016-03-22,452
288,2016-11-24,2017-02-01,2016-11-23,453
289,2016-10-15,2017-02-28,2016-10-13,455
290,2016-08-16,2016-09-23,2016-08-16,456
291,2016-03-14,2016-07-16,2016-03-12,458
292,2016-11-14,2017-04-14,2016-11-13,460
293,2016-06-02,2016-09-15,2016-05-29,461
294,2016-05-11,2016-10-15,2016-05-08,462
295,2016-03-28,2016-06-04,2016-03-26,463
296,2022-01-21,2022-06-30,2022-01-17,466
297,2021-03-26,2021-07-03,2021-03-26,467
298,2021-08-19,2021-10-01,2021-08-17,469
299,2021-12-06,2022-04-13,2021-12-02,470
300,2021-08-28,2021-11-18,2021-08-27,471
301,2021-07-04,2021-11-03,2021-07-03,472
302,2021-03-11,2021-06-12,2021-03-07,473
303,2021-04-10,2021-09-07,2021-04-09,475
304,2021-05-10,2021-08-05,2021-05-08,476
305,2021-09-13,2021-11-09,2021-09-12,477
306,2021-02-06,2021-06-20,2021-02-04,479
307,2021-06-24,2021-12-11,2021-06-24,480
308,2021-12-07,2022-03-04,2021-12-04,481
309,2021-09-27,2021-11-26,2021-09-27,482
310,2021-12-24,2022-01-27,2021-12-22,483
311,2021-08-14,2021-09-25,2021-08-10,484
312,2021-09-18,2021-12-30,2021-09-14,486
313,2022-01-12,2022-04-11,2022-01-10,487
314,2021-09-24,2022-03-15,2021-09-24,488
315,2021-11-10,2021-12-30,2021-11-10,489
316,2021-06-02,2021-10-20,2021-06-01,490
317,2022-02-08,2022-03-11,2022-02-08,491
318,2021-03-30,2021-08-04,2021-03-27,494
319,2021-11-20,2022-04-27,2021-11-19,495
320,2023-06-11,2023-12-07,2023-06-11,497
321,2023-03-24,2023-08-17,2023-03-23,498
322,2023-05-23,2023-07-05,2023-05-23,501
323,2023-07-03,2023-11-26,2023-07-03,504
324,2023-03-31,2023-07-15,2023-03-29,505
325,2023-04-21,2023-07-18,2023-04-17,507
326,2023-02-26,2023-04-14,2023-02-22,509
327,2023-05-30,2023-07-26,2023-05-30,512
328,2023-07-21,2023-08-20,2023-07-17,513
329,2023-09-13,2024-01-23,2023-09-13,514
330,2023-12-08,2024-01-25,2023-12-04,515
331,2024-01-14,2024-03-09,2024-01-10,516
332,2023-09-30,2024-02-16,2023-09-30,518
333,2024-01-26,2024-07-01,2024-01-26,521
334,2023-08-07,2023-11-29,2023-08-06,523
335,2023-05-26,2023-09-30,2023-05-24,525
336,2023-07-17,2023-10-26,2023-07-14,526
337,2023-08-23,2024-01-25,2023-08-19,527
338,2023-10-25,2024-01-10,2023-10-24,528
339,2023-07-21,2023-10-18,2023-07-21,532
340,2023-05-28,2023-11-06,2023-05-28,534
341,2023-10-30,2024-03-11,2023-10-27,535
342,2023-04-28,2023-07-03,2023-04-27,536
343,2023-08-09,2023-10-02,2023-08-09,538
344,2024-01-05,2024-04-26,2024-01-02,539
345,2024-01-04,2024-04-10,2024-01-01,541
346,2020-10-04,2021-01-01,2020-10-01,542
347,2020-06-06,2020-10-19,2020-06-02,543
348,2020-03-06,2020-08-03,2020-03-04,544
349,2020-05-10,2020-07-28,2020-05-07,546
350,2020-08-28,2021-02-22,2020-08-26,547
351,2020-07-14,2020-08-26,2020-07-14,548
352,2021-01-22,2021-06-27,2021-01-18,550
353,2021-01-10,2021-06-19,2021-01-10,553
354,2020-11-18,2020-12-31,2020-11-15,554
355,2020-06-13,2020-11-17,2020-06-09,555
356,2020-12-30,2021-02-25,2020-12-26,556
357,2020-10-02,2021-02-25,2020-09-30,558
358,2020-09-17,2021-02-07,2020-09-14,559
359,2020-06-25,2020-08-01,2020-06-23,561
360,2021-01-17,2021-05-11,2021-01-14,562
361,2020-02-08,2020-07-15,2020-02-07,564
362,2020-08-13,2021-01-22,2020-08-12,565
363,2020-08-29,2020-12-27,2020-08-27,567
364,2020-03-19,2020-05-07,2020-03-18,571
365,2020-06-25,2020-12-02,2020-06-22,572
366,2020-12-19,2021-04-11,2020-12-19,574
367,2020-08-07,2020-12-06,2020-08-05,577
368,2020-08-26,2020-12-30,2020-08-23,578
369,2020-07-02,2020-11-30,2020-06-28,579
370,2020-03-16,2020-04-21,2020-03-16,580
371,2021-01-15,2021-03-20,2021-01-13,584
372,2020-03-13,2020-04-30,2020-03-12,585
373,2017-09-22,2018-01-02,2017-09-19,586
374,2017-07-25,2017-11-23,2017-07-23,587
375,2017-02-13,2017-05-01,2017-02-12,588
376,2017-07-08,2017-09-09,2017-07-04,589
377,2017-11-03,2018-03-24,2017-11-03,594
378,2017-08-14,2018-01-13,2017-08-11,595
379,2017-05-15,2017-07-16,2017-05-14,598
380,2017-11-15,2018-05-01,2017-11-15,600
381,2017-07-16,2017-09-14,2017-07-15,601
382,2017-08-12,2017-11-13,2017-08-12,602
383,2017-09-17,2018-01-17,2017-09-16,603
384,2017-02-16,2017-04-25,2017-02-15,604
385,2017-07-17,2017-12-19,2017-07-16,605
386,2017-10-07,2018-01-22,2017-10-06,606
387,2017-12-27,2018-03-20,2017-12-25,607
388,2017-11-01,2017-12-02,2017-10-29,610
389,2017-05-04,2017-09-26,2017-05-02,611
390,2017-07-03,2017-11-29,2017-06-29,614
391,2017-11-12,2017-12-21,2017-11-08,615
392,2017-09-01,2017-11-14,2017-08-31,616
393,2017-02-19,2017-08-07,2017-02-16,618
394,2017-06-15,2017-09-17,2017-06-11,620
395,2017-07-17,2017-09-29,2017-07-14,622
396,2017-06-15,2017-09-12,2017-06-11,623
397,2018-01-21,2018-05-23,2018-01-19,624
398,2017-02-23,2017-07-07,2017-02-21,626
399,2017-05-29,2017-09-29,2017-05-25,627
400,2017-09-14,2018-03-04,2017-09-12,628
401,2017-12-19,2018-04-02,2017-12-18,629
402,2017-07-03,2017-08-31,2017-07-01,630
403,2017-09-10,2018-02-19,2017-09-08,631
404,2017-05-05,2017-06-07,2017-05-04,632
405,2018-03-31,2018-06-27,2018-03-31,633
406,2018-08-15,2019-01-08,2018-08-14,634
407,2018-04-29,2018-08-17,2018-04-26,636
408,2018-10-26,2018-12-12,2018-10-26,637
409,2018-08-07,2018-11-10,2018-08-04,639
410,2018-11-22,2019-03-22,2018-11-18,640
411,2018-03-20,2018-04-22,2018-03-19,641
412,2018-09-02,2018-11-25,2018-08-31,643
413,2018-04-16,2018-09-20,2018-04-13,644
414,2018-04-09,2018-08-05,2018-04-09,645
415,2018-06-22,2018-10-11,2018-06-22,646
416,2018-09-08,2019-01-07,2018-09-08,647
417,2018-05-27,2018-07-26,2018-05-25,649
418,2018-05-25,2018-08-14,2018-05-22,653
419,2018-12-22,2019-06-16,2018-12-19,655
420,2018-07-06,2018-11-08,2018-07-02,657
421,2018-03-23,2018-05-10,2018-03-20,661
422,2018-07-14,2018-10-24,2018-07-10,663
423,2019-01-12,2019-02-24,2019-01-08,666
424,2018-11-15,2019-05-05,2018-11-15,667
425,2018-03-16,2018-07-14,2018-03-14,669
426,2018-09-17,2018-11-16,2018-09-17,674
427,2018-11-29,2019-02-23,2018-11-26,677
428,2018-02-07,2018-06-14,2018-02-05,680
429,2018-12-18,2019-02-06,2018-12-17,681
430,2018-11-22,2019-02-14,2018-11-20,683
431,2018-12-23,2019-04-19,2018-12-22,687
432,2018-08-18,2018-11-22,2018-08-15,688
433,2020-11-21,2021-01-27,2020-11-19,690
434,2020-02-13,2020-05-01,2020-02-10,691
435,2020-07-15,2021-01-03,2020-07-13,693
436,2020-05-20,2020-11-01,2020-05-20,695
437,2020-08-23,2020-12-13,2020-08-19,696
438,2020-07-25,2021-01-18,2020-07-21,697
439,2021-01-16,2021-02-17,2021-01-14,699
440,2021-01-07,2021-06-17,2021-01-07,700
441,2021-01-08,2021-03-20,2021-01-08,702
442,2020-12-06,2021-03-09,2020-12-05,703
443,2021-01-06,2021-02-26,2021-01-02,704
444,2020-10-24,2020-12-25,2020-10-21,705
445,2020-12-25,2021-05-13,2020-12-24,706
446,2020-05-12,2020-09-10,2020-05-10,709
447,2021-01-15,2021-04-26,2021-01-13,710
448,2020-03-08,2020-07-13,2020-03-08,711
449,2020-03-12,2020-05-30,2020-03-08,712
450,2020-03-02,2020-05-09,2020-03-02,713
451,2020-11-11,2021-01-04,2020-11-08,715
452,2020-04-14,2020-10-04,2020-04-14,716
453,2020-08-30,2020-10-27,2020-08-28,717
454,2021-01-27,2021-07-16,2021-01-23,718
455,2020-10-05,2021-02-03,2020-10-05,719
456,2020-04-12,2020-10-03,2020-04-09,721
457,2020-11-14,2021-02-12,2020-11-10,722
458,2020-06-26,2020-09-09,2020-06-22,724
459,2020-05-06,2020-08-17,2020-05-03,725
460,2020-06-12,2020-10-02,2020-06-12,727
461,2020-03-24,2020-06-18,2020-03-20,728
462,2020-05-04,2020-06-10,2020-04-30,729
463,2020-08-18,2021-01-23,2020-08-16,733
464,2020-08-20,2020-09-22,2020-08-18,734
465,2020-03-21,2020-08-27,2020-03-19,735
466,2020-07-19,2020-11-19,2020-07-17,738
467,2020-06-13,2020-09-25,2020-06-12,740
468,2019-07-10,2019-11-16,2019-07-06,742
469,2019-02-24,2019-08-20,2019-02-20,743
470,2019-03-20,2019-07-18,2019-03-18,744
471,2019-10-03,2020-02-09,2019-10-03,745
472,2019-11-25,2020-04-21,2019-11-23,746
473,2019-12-16,2020-03-20,2019-12-16,749
474,2019-08-28,2019-12-29,2019-08-27,752
475,2019-10-25,2019-12-14,2019-10-23,754
476,2019-05-05,2019-08-09,2019-05-02,755
477,2019-07-20,2019-11-22,2019-07-19,756
478,2019-06-21,2019-11-24,2019-06-19,760
479,2019-04-02,2019-05-23,2019-03-31,761
480,2019-12-16,2020-04-30,2019-12-13,762
481,2019-11-30,2020-03-16,2019-11-28,764
482,2019-07-03,2019-08-30,2019-07-02,767
483,2020-01-01,2020-02-22,2019-12-29,771
484,2019-07-24,2019-09-07,2019-07-24,772
485,2019-11-01,2019-12-06,2019-10-30,774
486,2020-01-09,2020-06-10,2020-01-05,775
487,2020-01-17,2020-03-21,2020-01-15,776
488,2019-11-21,2020-02-07,2019-11-21,777
489,2019-10-12,2019-12-30,2019-10-08,778
490,2019-12-01,2020-03-18,2019-12-01,779
491,2019-09-16,2019-11-03,2019-09-12,780
492,2019-04-24,2019-06-01,2019-04-23,783
493,2019-08-30,2020-01-26,2019-08-29,785
494,2019-09-05,2020-01-17,2019-09-04,786
495,2019-03-06,2019-06-20,2019-03-06,787
496,2019-06-07,2019-09-24,2019-06-05,791
497,2019-02-08,2019-06-21,2019-02-08,793
498,2019-08-19,2019-12-29,2019-08-16,795
499,2020-02-17,2020-07-17,2020-02-16,796
500,2019-08-11,2019-10-03,2019-08-10,797
501,2019-05-26,2019-10-09,2019-05-26,799
502,2019-07-20,2019-12-16,2019-07-16,800
503,2019-09-07,2019-12-31,2019-09-06,801
504,2020-01-29,2020-03-08,2020-01-26,802
505,2020-01-12,2020-03-26,2020-01-09,803
506,2019-11-30,2020-01-22,2019-11-27,804
507,2019-12-09,2020-03-23,2019-12-09,805
508,2019-11-27,2020-02-29,2019-11-27,806
509,2019-04-08,2019-05-13,2019-04-07,807
510,2020-01-30,2020-03-28,2020-01-26,808
511,2019-03-15,2019-05-29,2019-03-11,809
512,2022-06-30,2022-12-21,2022-06-27,812
513,2022-12-10,2023-01-31,2022-12-10,815
514,2022-11-22,2023-02-24,2022-11-21,816
515,2022-02-17,2022-06-10,2022-02-15,817
516,2022-03-12,2022-08-02,2022-03-12,818
517,2022-03-07,2022-07-31,2022-03-06,819
518,2022-07-25,2022-10-24,2022-07-21,820
519,2022-09-02,2022-10-09,2022-09-02,821
520,2022-06-20,2022-10-16,2022-06-20,823
521,2022-10-13,2023-01-26,2022-10-11,824
522,2022-03-25,2022-08-30,2022-03-25,825
523,2022-04-26,2022-10-11,2022-04-26,827
524,2022-08-10,2022-09-26,2022-08-07,828
525,2022-02-16,2022-05-03,2022-02-14,829
526,2022-06-09,2022-10-17,2022-06-09,831
527,2022-11-28,2023-05-05,2022-11-24,832
528,2022-12-06,2023-03-29,2022-12-06,834
529,2022-06-03,2022-08-29,2022-05-31,835
530,2022-06-17,2022-09-01,2022-06-13,836
531,2022-03-03,2022-04-16,2022-02-27,838
532,2022-07-25,2022-12-01,2022-07-25,839
533,2022-05-04,2022-08-07,2022-05-01,841
534,2020-12-21,2021-04-27,2020-12-18,843
535,2020-08-11,2020-09-20,2020-08-11,844
536,2020-12-18,2021-03-04,2020-12-15,845
537,2020-07-04,2020-10-26,2020-06-30,846
538,2020-03-29,2020-06-20,2020-03-28,849
539,2020-04-12,2020-06-22,2020-04-09,851
540,2020-07-26,2021-01-20,2020-07-23,852
541,2021-01-25,2021-07-20,2021-01-21,853
542,2020-07-17,2020-10-01,2020-07-14,855
543,2020-10-29,2020-12-27,2020-10-26,856
544,2021-01-01,2021-04-16,2020-12-28,857
545,2020-06-28,2020-11-11,2020-06-26,858
546,2020-10-17,2021-03-04,2020-10-14,866
547,2020-06-26,2020-11-19,2020-06-22,868
548,2020-09-23,2021-02-04,2020-09-22,869
549,2020-09-06,2021-02-15,2020-09-06,871
550,2020-09-06,2021-01-25,2020-09-05,872
551,2020-06-06,2020-08-17,2020-06-05,874
552,2020-02-22,2020-07-16,2020-02-21,875
553,2020-10-10,2021-02-04,2020-10-08,876
554,2020-04-28,2020-08-10,2020-04-28,878
555,2020-09-01,2020-12-04,2020-09-01,879
556,2020-04-21,2020-06-25,2020-04-21,880
557,2023-02-22,2023-04-04,2023-02-22,881
558,2023-03-07,2023-07-19,2023-03-04,882
559,2023-07-04,2023-09-25,2023-07-03,884
